frame_index,timestamp_sec,mouth_ratio,face_detected
110,3.896502733230591,0.023229320864961486,1
111,3.928323745727539,0.02620498455067159,1
112,3.9635887145996094,0.04607771640327028,1
113,3.997222900390625,0.028511991643676644,1
114,4.029850721359253,0.03288641956677647,1
115,4.063332796096802,0.027102290888040465,1
116,4.096571922302246,0.038070260843727145,1
117,4.130203723907471,0.04518634158134986,1
118,4.165643692016602,0.06715001078809711,1
119,4.1986048221588135,0.04957800908559779,1
120,4.231574773788452,0.13585365874373703,1
121,4.264523029327393,0.16083962947171188,1
122,4.297637701034546,0.07602960095656058,1
123,4.331087827682495,0.07516122895648225,1
124,4.364966869354248,0.1503097584575201,1
125,4.397660732269287,0.12591555812849586,1
126,4.430372714996338,0.1524381786881427,1
127,4.4637556076049805,0.10618364147528403,1
128,4.49800968170166,0.03335276994067233,1
129,4.530517816543579,0.02469562102336445,1
130,4.5657947063446045,0.014158000257526459,1
131,4.598566770553589,0.008738345189396644,1
132,4.632001638412476,0.01639958996075698,1
133,4.664413928985596,0.26820108032436873,1
134,4.6989476680755615,0.386885866292354,1
135,4.735594987869263,0.4091625838293292,1
136,4.768148899078369,0.39000443891369213,1
137,4.799250841140747,0.46282009406393426,1
138,4.830128908157349,0.3651406887824439,1
139,4.865171909332275,0.38988597991435586,1
140,4.898561716079712,0.40127210827951976,1
141,4.930732011795044,0.39934572327194184,1
142,4.965362787246704,0.3524977377325632,1
143,4.998108863830566,0.3313574832319267,1
144,5.031599760055542,0.25501432358690235,1
145,5.065378665924072,0.16184340994478733,1
146,5.098384857177734,0.051152209574800614,1
147,5.131236791610718,0.11396748665462904,1
148,5.163833856582642,0.0022025032542366285,1
149,5.1979217529296875,0.003540322792470931,1
150,5.231698751449585,0.006492755491962454,1
151,5.271563768386841,0.0038615611264834226,1
152,5.297057628631592,0.006791906340791242,1
153,5.340363025665283,0.003156466298636807,1
154,5.364142656326294,0.0048297783840325886,1
155,5.395915746688843,0.007559472519017084,1
156,5.431038856506348,0.0075698594517189886,1
157,5.464155912399292,0.0052864691671974514,1
158,5.496967792510986,0.004187554877980582,1
159,5.53015398979187,0.001268820784765151,1
160,5.5634377002716064,0.010931018323449226,1
161,5.596447944641113,0.006451707789857989,1
162,5.630033731460571,0.002635572258139885,1
163,5.664258718490601,0.0018147280640780894,1
164,5.697420597076416,0.0031042835113133456,1
165,5.731992721557617,0.004874710994313004,1
166,5.762735843658447,0.003499700963075722,1
167,5.797019720077515,0.005822543784056908,1
168,5.832384824752808,0.004764595545222564,1
169,5.865438938140869,0.006209605863213555,1
170,5.897324800491333,0.0034631030871264245,1
171,5.930801868438721,0.000645479462563755,1
172,5.963602781295776,0.003309493217331228,1
173,5.997375965118408,0.0010909308370157275,1
174,6.0589985847473145,0.025888539154401615,1
175,6.095688819885254,,0
176,6.12956690788269,,0
177,6.162883758544922,,0
178,6.196492671966553,,0
179,6.229972839355469,,0
180,6.262344837188721,,0
181,6.2963707447052,,0
182,6.33032488822937,,0
183,6.36304783821106,,0
184,6.396942853927612,,0
185,6.429903745651245,,0
186,6.46269679069519,,0
187,6.496861934661865,,0
188,6.529778957366943,,0
189,6.563094615936279,,0
190,6.5969719886779785,,0
191,6.629482984542847,,0
192,6.663667917251587,,0
193,6.696225643157959,,0
194,6.7305378913879395,,0
195,6.763882875442505,,0
196,6.79724383354187,,0
197,6.82961368560791,,0
198,6.865419626235962,,0
199,6.8975138664245605,,0
200,6.932689905166626,,0
201,6.965437889099121,,0
202,7.001084804534912,,0
203,7.032359838485718,,0
204,7.06622576713562,,0
205,7.098711729049683,,0
206,7.13174295425415,,0
207,7.164831876754761,,0
208,7.198863744735718,,0
209,7.22973370552063,,0
210,7.265155792236328,,0
211,7.30415678024292,,0
212,7.3300700187683105,,0
213,7.370540618896484,,0
214,7.4004926681518555,,0
215,7.437664031982422,,0
216,7.468051910400391,,0
217,7.50200080871582,,0
218,7.5367889404296875,,0
219,7.567965984344482,,0
220,7.599894046783447,,0
221,7.633128881454468,,0
222,7.6656718254089355,,0
223,7.700707674026489,,0
224,7.730907917022705,,0
225,7.763024806976318,,0
226,7.797760009765625,,0
227,7.8314738273620605,,0
228,7.863537788391113,,0
229,7.89760684967041,,0
230,7.9320666790008545,,0
231,7.963971853256226,,0
232,7.997130870819092,,0
233,8.031005859375,,0
234,8.063467979431152,,0
235,8.097593784332275,,0
236,8.130299806594849,,0
237,8.165130853652954,,0
238,8.201512813568115,,0
239,8.237947702407837,,0
240,8.270803928375244,,0
241,8.298890829086304,,0
242,8.333959817886353,,0
243,8.365839719772339,,0
244,8.402193784713745,,0
245,8.435650825500488,,0
246,8.465297937393188,,0
247,8.498453855514526,,0
248,8.532463788986206,,0
249,8.565581798553467,,0
250,8.597628831863403,,0
251,8.630062818527222,,0
252,8.663485765457153,,0
